"","congress","start_date","chamber","state_abbrev","party_code","bioname","bioguide_id","birthday","cmltv_cong","cmltv_chamber","age_days","age_years","generation","lastname","stars"
"11324",108,"2003-01-03","Senate","IA",100,"HARKIN, Thomas Richard (Tom)","H000206","1939-11-19",15,10,23056,63.1238877481177,"Silent","HARKIN",""
"11325",109,"2005-01-03","Senate","IA",100,"HARKIN, Thomas Richard (Tom)","H000206","1939-11-19",16,11,23787,65.1252566735113,"Silent","HARKIN",""
"11326",110,"2007-01-03","Senate","IA",100,"HARKIN, Thomas Richard (Tom)","H000206","1939-11-19",17,12,24517,67.1238877481177,"Silent","HARKIN",""
"11327",111,"2009-01-03","Senate","IA",100,"HARKIN, Thomas Richard (Tom)","H000206","1939-11-19",18,13,25248,69.1252566735113,"Silent","HARKIN",""
"11328",112,"2011-01-03","Senate","IA",100,"HARKIN, Thomas Richard (Tom)","H000206","1939-11-19",19,14,25978,71.1238877481177,"Silent","HARKIN",""
"11329",113,"2013-01-03","Senate","IA",100,"HARKIN, Thomas Richard (Tom)","H000206","1939-11-19",20,15,26709,73.1252566735113,"Silent","HARKIN",""
"11353",67,"1921-03-04","Senate","OK",200,"HARRELD, John William","H000227","1872-01-24",2,1,17936,49.1060917180014,"Missionary","HARRELD",""
"11354",68,"1923-03-04","Senate","OK",200,"HARRELD, John William","H000227","1872-01-24",3,2,18666,51.1047227926078,"Missionary","HARRELD",""
"11355",69,"1925-03-04","Senate","OK",200,"HARRELD, John William","H000227","1872-01-24",4,3,19397,53.1060917180014,"Missionary","HARRELD",""
"11367",88,"1963-01-03","Senate","OK",100,"HARRIS, Fred Roy","H000237","1930-11-13",1,1,11739,32.1396303901437,"Silent","HARRIS",""
"11368",89,"1965-01-03","Senate","OK",100,"HARRIS, Fred Roy","H000237","1930-11-13",2,2,12470,34.1409993155373,"Silent","HARRIS",""
"11369",90,"1967-01-03","Senate","OK",100,"HARRIS, Fred Roy","H000237","1930-11-13",3,3,13200,36.1396303901437,"Silent","HARRIS",""
"11370",91,"1969-01-03","Senate","OK",100,"HARRIS, Fred Roy","H000237","1930-11-13",4,4,13931,38.1409993155373,"Silent","HARRIS",""
"11371",92,"1971-01-03","Senate","OK",100,"HARRIS, Fred Roy","H000237","1930-11-13",5,5,14661,40.1396303901437,"Silent","HARRIS",""
"11388",66,"1919-03-04","Senate","GA",100,"HARRIS, William Julius","H000259","1868-02-03",1,1,18656,51.0773442847365,"Missionary","HARRIS",""
"11389",67,"1921-03-04","Senate","GA",100,"HARRIS, William Julius","H000259","1868-02-03",2,2,19387,53.07871321013,"Missionary","HARRIS",""
"11390",68,"1923-03-04","Senate","GA",100,"HARRIS, William Julius","H000259","1868-02-03",3,3,20117,55.0773442847365,"Missionary","HARRIS",""
"11391",69,"1925-03-04","Senate","GA",100,"HARRIS, William Julius","H000259","1868-02-03",4,4,20848,57.07871321013,"Missionary","HARRIS",""
"11392",70,"1927-03-04","Senate","GA",100,"HARRIS, William Julius","H000259","1868-02-03",5,5,21578,59.0773442847365,"Missionary","HARRIS",""
"11393",71,"1929-03-04","Senate","GA",100,"HARRIS, William Julius","H000259","1868-02-03",6,6,22309,61.07871321013,"Missionary","HARRIS",""
"11394",72,"1931-03-04","Senate","GA",100,"HARRIS, William Julius","H000259","1868-02-03",7,7,23039,63.0773442847365,"Missionary","HARRIS",""
"11406",66,"1919-03-04","Senate","MS",100,"HARRISON, Byron Patton (Pat)","H000265","1881-08-29",5,1,13700,37.5085557837098,"Missionary","HARRISON",""
"11407",67,"1921-03-04","Senate","MS",100,"HARRISON, Byron Patton (Pat)","H000265","1881-08-29",6,2,14431,39.5099247091034,"Missionary","HARRISON",""
"11408",68,"1923-03-04","Senate","MS",100,"HARRISON, Byron Patton (Pat)","H000265","1881-08-29",7,3,15161,41.5085557837098,"Missionary","HARRISON",""
"11409",69,"1925-03-04","Senate","MS",100,"HARRISON, Byron Patton (Pat)","H000265","1881-08-29",8,4,15892,43.5099247091034,"Missionary","HARRISON",""
"11410",70,"1927-03-04","Senate","MS",100,"HARRISON, Byron Patton (Pat)","H000265","1881-08-29",9,5,16622,45.5085557837098,"Missionary","HARRISON",""
"11411",71,"1929-03-04","Senate","MS",100,"HARRISON, Byron Patton (Pat)","H000265","1881-08-29",10,6,17353,47.5099247091034,"Missionary","HARRISON",""
"11412",72,"1931-03-04","Senate","MS",100,"HARRISON, Byron Patton (Pat)","H000265","1881-08-29",11,7,18083,49.5085557837098,"Missionary","HARRISON",""
"11413",73,"1933-03-04","Senate","MS",100,"HARRISON, Byron Patton (Pat)","H000265","1881-08-29",12,8,18814,51.5099247091034,"Missionary","HARRISON",""
"11414",74,"1935-01-03","Senate","MS",100,"HARRISON, Byron Patton (Pat)","H000265","1881-08-29",13,9,19484,53.3442847364819,"Missionary","HARRISON",""
"11415",75,"1937-01-03","Senate","MS",100,"HARRISON, Byron Patton (Pat)","H000265","1881-08-29",14,10,20215,55.3456536618754,"Missionary","HARRISON",""
"11416",76,"1939-01-03","Senate","MS",100,"HARRISON, Byron Patton (Pat)","H000265","1881-08-29",15,11,20945,57.3442847364819,"Missionary","HARRISON",""
"11417",77,"1941-01-03","Senate","MS",100,"HARRISON, Byron Patton (Pat)","H000265","1881-08-29",16,12,21676,59.3456536618754,"Missionary","HARRISON",""
"11419",117,"2021-01-03","Senate","CO",100,"HICKENLOOPER, John Wright","H000273","1952-02-07",1,1,25168,68.9062286105407,"Boomers","HICKENLOOPER",""
"11420",118,"2023-01-03","Senate","CO",100,"HICKENLOOPER, John Wright","H000273","1952-02-07",2,2,25898,70.9048596851472,"Boomers","HICKENLOOPER",""
"11455",94,"1975-01-03","Senate","CO",100,"HART, Gary Warren","H000287","1936-11-28",1,1,13915,38.0971937029432,"Silent","HART",""
"11456",95,"1977-01-03","Senate","CO",100,"HART, Gary Warren","H000287","1936-11-28",2,2,14646,40.0985626283368,"Silent","HART",""
"11457",96,"1979-01-03","Senate","CO",100,"HART, Gary Warren","H000287","1936-11-28",3,3,15376,42.0971937029432,"Silent","HART",""
"11458",97,"1981-01-03","Senate","CO",100,"HART, Gary Warren","H000287","1936-11-28",4,4,16107,44.0985626283368,"Silent","HART",""
"11459",98,"1983-01-03","Senate","CO",100,"HART, Gary Warren","H000287","1936-11-28",5,5,16837,46.0971937029432,"Silent","HART",""
"11460",99,"1985-01-03","Senate","CO",100,"HART, Gary Warren","H000287","1936-11-28",6,6,17568,48.0985626283368,"Silent","HART",""
"11463",86,"1959-01-03","Senate","MI",100,"HART, Philip Aloysius","H000291","1912-12-10",1,1,16825,46.0643394934976,"Greatest","HART",""
"11464",87,"1961-01-03","Senate","MI",100,"HART, Philip Aloysius","H000291","1912-12-10",2,2,17556,48.0657084188912,"Greatest","HART",""
"11465",88,"1963-01-03","Senate","MI",100,"HART, Philip Aloysius","H000291","1912-12-10",3,3,18286,50.0643394934976,"Greatest","HART",""
"11466",89,"1965-01-03","Senate","MI",100,"HART, Philip Aloysius","H000291","1912-12-10",4,4,19017,52.0657084188912,"Greatest","HART",""
"11467",90,"1967-01-03","Senate","MI",100,"HART, Philip Aloysius","H000291","1912-12-10",5,5,19747,54.0643394934976,"Greatest","HART",""
"11468",91,"1969-01-03","Senate","MI",100,"HART, Philip Aloysius","H000291","1912-12-10",6,6,20478,56.0657084188912,"Greatest","HART",""
"11469",92,"1971-01-03","Senate","MI",100,"HART, Philip Aloysius","H000291","1912-12-10",7,7,21208,58.0643394934976,"Greatest","HART",""
"11470",93,"1973-01-03","Senate","MI",100,"HART, Philip Aloysius","H000291","1912-12-10",8,8,21939,60.0657084188912,"Greatest","HART",""
"11471",94,"1975-01-03","Senate","MI",100,"HART, Philip Aloysius","H000291","1912-12-10",9,9,22669,62.0643394934976,"Greatest","HART",""
"11472",79,"1945-01-03","Senate","CT",200,"HART, Thomas Charles","H000293","1877-06-12",1,1,24676,67.5592060232717,"Missionary","HART",""
"11479",86,"1959-01-03","Senate","IN",100,"HARTKE, Rupert Vance","H000297","1919-05-31",1,1,14462,39.5947980835045,"Greatest","HARTKE",""
"11480",87,"1961-01-03","Senate","IN",100,"HARTKE, Rupert Vance","H000297","1919-05-31",2,2,15193,41.596167008898,"Greatest","HARTKE",""
"11481",88,"1963-01-03","Senate","IN",100,"HARTKE, Rupert Vance","H000297","1919-05-31",3,3,15923,43.5947980835045,"Greatest","HARTKE",""
"11482",89,"1965-01-03","Senate","IN",100,"HARTKE, Rupert Vance","H000297","1919-05-31",4,4,16654,45.596167008898,"Greatest","HARTKE",""
"11483",90,"1967-01-03","Senate","IN",100,"HARTKE, Rupert Vance","H000297","1919-05-31",5,5,17384,47.5947980835045,"Greatest","HARTKE",""
"11484",91,"1969-01-03","Senate","IN",100,"HARTKE, Rupert Vance","H000297","1919-05-31",6,6,18115,49.596167008898,"Greatest","HARTKE",""
"11485",92,"1971-01-03","Senate","IN",100,"HARTKE, Rupert Vance","H000297","1919-05-31",7,7,18845,51.5947980835045,"Greatest","HARTKE",""
"11486",93,"1973-01-03","Senate","IN",100,"HARTKE, Rupert Vance","H000297","1919-05-31",8,8,19576,53.596167008898,"Greatest","HARTKE",""
"11487",94,"1975-01-03","Senate","IN",100,"HARTKE, Rupert Vance","H000297","1919-05-31",9,9,20306,55.5947980835045,"Greatest","HARTKE",""
"11517",93,"1973-01-03","Senate","CO",100,"HASKELL, Floyd Kirk","H000317","1916-02-07",1,1,20785,56.9062286105407,"Greatest","HASKELL",""
"11518",94,"1975-01-03","Senate","CO",100,"HASKELL, Floyd Kirk","H000317","1916-02-07",2,2,21515,58.9048596851472,"Greatest","HASKELL",""
"11519",95,"1977-01-03","Senate","CO",100,"HASKELL, Floyd Kirk","H000317","1916-02-07",3,3,22246,60.9062286105407,"Greatest","HASKELL",""
"11548",70,"1927-03-04","Senate","DE",200,"HASTINGS, Daniel Oren","H000325","1874-03-05",1,1,19356,52.993839835729,"Missionary","HASTINGS",""
"11549",71,"1929-03-04","Senate","DE",200,"HASTINGS, Daniel Oren","H000325","1874-03-05",2,2,20087,54.9952087611225,"Missionary","HASTINGS",""
"11550",72,"1931-03-04","Senate","DE",200,"HASTINGS, Daniel Oren","H000325","1874-03-05",3,3,20817,56.993839835729,"Missionary","HASTINGS",""
"11551",73,"1933-03-04","Senate","DE",200,"HASTINGS, Daniel Oren","H000325","1874-03-05",4,4,21548,58.9952087611225,"Missionary","HASTINGS",""
"11552",74,"1935-01-03","Senate","DE",200,"HASTINGS, Daniel Oren","H000325","1874-03-05",5,5,22218,60.829568788501,"Missionary","HASTINGS",""
"11574",73,"1933-03-04","Senate","NM",100,"HATCH, Carl Atwood","H000334","1889-11-27",1,1,15802,43.2635181382615,"Lost","HATCH",""
"11575",74,"1935-01-03","Senate","NM",100,"HATCH, Carl Atwood","H000334","1889-11-27",2,2,16472,45.09787816564,"Lost","HATCH",""
"11576",75,"1937-01-03","Senate","NM",100,"HATCH, Carl Atwood","H000334","1889-11-27",3,3,17203,47.0992470910335,"Lost","HATCH",""
"11577",76,"1939-01-03","Senate","NM",100,"HATCH, Carl Atwood","H000334","1889-11-27",4,4,17933,49.09787816564,"Lost","HATCH",""
"11578",77,"1941-01-03","Senate","NM",100,"HATCH, Carl Atwood","H000334","1889-11-27",5,5,18664,51.0992470910335,"Lost","HATCH",""
"11579",78,"1943-01-03","Senate","NM",100,"HATCH, Carl Atwood","H000334","1889-11-27",6,6,19394,53.09787816564,"Lost","HATCH",""
"11580",79,"1945-01-03","Senate","NM",100,"HATCH, Carl Atwood","H000334","1889-11-27",7,7,20125,55.0992470910335,"Lost","HATCH",""
"11581",80,"1947-01-03","Senate","NM",100,"HATCH, Carl Atwood","H000334","1889-11-27",8,8,20855,57.09787816564,"Lost","HATCH",""
"11582",95,"1977-01-03","Senate","UT",200,"HATCH, Orrin Grant","H000338","1934-03-22",1,1,15628,42.7871321013005,"Silent","HATCH",""
"11583",96,"1979-01-03","Senate","UT",200,"HATCH, Orrin Grant","H000338","1934-03-22",2,2,16358,44.7857631759069,"Silent","HATCH",""
"11584",97,"1981-01-03","Senate","UT",200,"HATCH, Orrin Grant","H000338","1934-03-22",3,3,17089,46.7871321013005,"Silent","HATCH",""
"11585",98,"1983-01-03","Senate","UT",200,"HATCH, Orrin Grant","H000338","1934-03-22",4,4,17819,48.7857631759069,"Silent","HATCH",""
"11586",99,"1985-01-03","Senate","UT",200,"HATCH, Orrin Grant","H000338","1934-03-22",5,5,18550,50.7871321013005,"Silent","HATCH",""
"11587",100,"1987-01-03","Senate","UT",200,"HATCH, Orrin Grant","H000338","1934-03-22",6,6,19280,52.7857631759069,"Silent","HATCH",""
"11588",101,"1989-01-03","Senate","UT",200,"HATCH, Orrin Grant","H000338","1934-03-22",7,7,20011,54.7871321013005,"Silent","HATCH",""
"11589",102,"1991-01-03","Senate","UT",200,"HATCH, Orrin Grant","H000338","1934-03-22",8,8,20741,56.7857631759069,"Silent","HATCH",""
"11590",103,"1993-01-03","Senate","UT",200,"HATCH, Orrin Grant","H000338","1934-03-22",9,9,21472,58.7871321013005,"Silent","HATCH",""
"11591",104,"1995-01-03","Senate","UT",200,"HATCH, Orrin Grant","H000338","1934-03-22",10,10,22202,60.7857631759069,"Silent","HATCH",""
"11592",105,"1997-01-03","Senate","UT",200,"HATCH, Orrin Grant","H000338","1934-03-22",11,11,22933,62.7871321013005,"Silent","HATCH",""
"11593",106,"1999-01-03","Senate","UT",200,"HATCH, Orrin Grant","H000338","1934-03-22",12,12,23663,64.7857631759069,"Silent","HATCH",""
"11594",107,"2001-01-03","Senate","UT",200,"HATCH, Orrin Grant","H000338","1934-03-22",13,13,24394,66.7871321013005,"Silent","HATCH",""
"11595",108,"2003-01-03","Senate","UT",200,"HATCH, Orrin Grant","H000338","1934-03-22",14,14,25124,68.7857631759069,"Silent","HATCH",""
"11596",109,"2005-01-03","Senate","UT",200,"HATCH, Orrin Grant","H000338","1934-03-22",15,15,25855,70.7871321013005,"Silent","HATCH",""
"11597",110,"2007-01-03","Senate","UT",200,"HATCH, Orrin Grant","H000338","1934-03-22",16,16,26585,72.7857631759069,"Silent","HATCH",""
"11598",111,"2009-01-03","Senate","UT",200,"HATCH, Orrin Grant","H000338","1934-03-22",17,17,27316,74.7871321013005,"Silent","HATCH",""
"11599",112,"2011-01-03","Senate","UT",200,"HATCH, Orrin Grant","H000338","1934-03-22",18,18,28046,76.7857631759069,"Silent","HATCH",""
"11600",113,"2013-01-03","Senate","UT",200,"HATCH, Orrin Grant","H000338","1934-03-22",19,19,28777,78.7871321013005,"Silent","HATCH",""
"11601",114,"2015-01-03","Senate","UT",200,"HATCH, Orrin Grant","H000338","1934-03-22",20,20,29507,80.7857631759069,"Silent","HATCH",""
"11602",115,"2017-01-03","Senate","UT",200,"HATCH, Orrin Grant","H000338","1934-03-22",21,21,30238,82.7871321013005,"Silent","HATCH",""
"11609",71,"1929-03-04","Senate","WV",200,"HATFIELD, Henry Drury","H000342","1875-09-15",1,1,19528,53.4647501711157,"Missionary","HATFIELD",""
"11610",72,"1931-03-04","Senate","WV",200,"HATFIELD, Henry Drury","H000342","1875-09-15",2,2,20258,55.4633812457221,"Missionary","HATFIELD",""
"11611",73,"1933-03-04","Senate","WV",200,"HATFIELD, Henry Drury","H000342","1875-09-15",3,3,20989,57.4647501711157,"Missionary","HATFIELD",""
"11612",90,"1967-01-03","Senate","OR",200,"HATFIELD, Mark Odom","H000343","1922-07-12",1,1,16246,44.4791238877481,"Greatest","HATFIELD",""
"11613",91,"1969-01-03","Senate","OR",200,"HATFIELD, Mark Odom","H000343","1922-07-12",2,2,16977,46.4804928131417,"Greatest","HATFIELD",""
"11614",92,"1971-01-03","Senate","OR",200,"HATFIELD, Mark Odom","H000343","1922-07-12",3,3,17707,48.4791238877481,"Greatest","HATFIELD",""
"11615",93,"1973-01-03","Senate","OR",200,"HATFIELD, Mark Odom","H000343","1922-07-12",4,4,18438,50.4804928131417,"Greatest","HATFIELD",""
"11616",94,"1975-01-03","Senate","OR",200,"HATFIELD, Mark Odom","H000343","1922-07-12",5,5,19168,52.4791238877481,"Greatest","HATFIELD",""
"11617",95,"1977-01-03","Senate","OR",200,"HATFIELD, Mark Odom","H000343","1922-07-12",6,6,19899,54.4804928131417,"Greatest","HATFIELD",""
"11618",96,"1979-01-03","Senate","OR",200,"HATFIELD, Mark Odom","H000343","1922-07-12",7,7,20629,56.4791238877481,"Greatest","HATFIELD",""
"11619",97,"1981-01-03","Senate","OR",200,"HATFIELD, Mark Odom","H000343","1922-07-12",8,8,21360,58.4804928131417,"Greatest","HATFIELD",""
"11620",98,"1983-01-03","Senate","OR",200,"HATFIELD, Mark Odom","H000343","1922-07-12",9,9,22090,60.4791238877481,"Greatest","HATFIELD",""
"11621",99,"1985-01-03","Senate","OR",200,"HATFIELD, Mark Odom","H000343","1922-07-12",10,10,22821,62.4804928131417,"Greatest","HATFIELD",""
"11622",100,"1987-01-03","Senate","OR",200,"HATFIELD, Mark Odom","H000343","1922-07-12",11,11,23551,64.4791238877481,"Greatest","HATFIELD",""
"11623",101,"1989-01-03","Senate","OR",200,"HATFIELD, Mark Odom","H000343","1922-07-12",12,12,24282,66.4804928131417,"Greatest","HATFIELD",""
"11624",102,"1991-01-03","Senate","OR",200,"HATFIELD, Mark Odom","H000343","1922-07-12",13,13,25012,68.4791238877481,"Greatest","HATFIELD",""
"11625",103,"1993-01-03","Senate","OR",200,"HATFIELD, Mark Odom","H000343","1922-07-12",14,14,25743,70.4804928131417,"Greatest","HATFIELD",""
"11626",104,"1995-01-03","Senate","OR",200,"HATFIELD, Mark Odom","H000343","1922-07-12",15,15,26473,72.4791238877481,"Greatest","HATFIELD",""
"11627",95,"1977-01-03","Senate","MT",100,"HATFIELD, Paul Gerhart","H000344","1928-04-29",1,1,17781,48.6817248459959,"Silent","HATFIELD",""
"11632",93,"1973-01-03","Senate","ME",100,"HATHAWAY, William Dodd","H000346","1924-02-21",5,1,17849,48.8678986995209,"Greatest","HATHAWAY",""
"11633",94,"1975-01-03","Senate","ME",100,"HATHAWAY, William Dodd","H000346","1924-02-21",6,2,18579,50.8665297741273,"Greatest","HATHAWAY",""
"11634",95,"1977-01-03","Senate","ME",100,"HATHAWAY, William Dodd","H000346","1924-02-21",7,3,19310,52.8678986995209,"Greatest","HATHAWAY",""
"11651",70,"1927-03-04","Senate","MO",100,"HAWES, Harry Bartow","H000362","1869-11-15",4,1,20927,57.2950034223135,"Missionary","HAWES",""
"11652",71,"1929-03-04","Senate","MO",100,"HAWES, Harry Bartow","H000362","1869-11-15",5,2,21658,59.296372347707,"Missionary","HAWES",""
"11653",72,"1931-03-04","Senate","MO",100,"HAWES, Harry Bartow","H000362","1869-11-15",6,3,22388,61.2950034223135,"Missionary","HAWES",""
"11654",78,"1943-01-03","Senate","NJ",200,"HAWKES, Albert Wahl","H000365","1878-11-20",1,1,23419,64.1177275838467,"Missionary","HAWKES",""
"11655",79,"1945-01-03","Senate","NJ",200,"HAWKES, Albert Wahl","H000365","1878-11-20",2,2,24150,66.1190965092403,"Missionary","HAWKES",""
"11656",80,"1947-01-03","Senate","NJ",200,"HAWKES, Albert Wahl","H000365","1878-11-20",3,3,24880,68.1177275838467,"Missionary","HAWKES",""
"11671",96,"1979-01-03","Senate","FL",200,"HAWKINS, Paula","H000374","1927-01-24",1,1,18972,51.9425051334702,"Greatest","HAWKINS",""
"11672",97,"1981-01-03","Senate","FL",200,"HAWKINS, Paula","H000374","1927-01-24",2,2,19703,53.9438740588638,"Greatest","HAWKINS",""
"11673",98,"1983-01-03","Senate","FL",200,"HAWKINS, Paula","H000374","1927-01-24",3,3,20433,55.9425051334702,"Greatest","HAWKINS",""
"11674",99,"1985-01-03","Senate","FL",200,"HAWKINS, Paula","H000374","1927-01-24",4,4,21164,57.9438740588638,"Greatest","HAWKINS",""
"11683",94,"1975-01-03","Senate","CA",200,"HAYAKAWA, Samuel Ichiye","H000384","1906-07-18",1,1,25006,68.4626967830253,"Greatest","HAYAKAWA",""
"11684",95,"1977-01-03","Senate","CA",200,"HAYAKAWA, Samuel Ichiye","H000384","1906-07-18",2,2,25737,70.4640657084189,"Greatest","HAYAKAWA",""
"11685",96,"1979-01-03","Senate","CA",200,"HAYAKAWA, Samuel Ichiye","H000384","1906-07-18",3,3,26467,72.4626967830253,"Greatest","HAYAKAWA",""
"11686",97,"1981-01-03","Senate","CA",200,"HAYAKAWA, Samuel Ichiye","H000384","1906-07-18",4,4,27198,74.4640657084189,"Greatest","HAYAKAWA",""
"11691",70,"1927-03-04","Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385","1877-10-02",9,1,18049,49.4154688569473,"Missionary","HAYDEN",""
"11692",71,"1929-03-04","Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385","1877-10-02",10,2,18780,51.4168377823409,"Missionary","HAYDEN",""
"11693",72,"1931-03-04","Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385","1877-10-02",11,3,19510,53.4154688569473,"Missionary","HAYDEN",""
"11694",73,"1933-03-04","Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385","1877-10-02",12,4,20241,55.4168377823409,"Missionary","HAYDEN",""
"11695",74,"1935-01-03","Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385","1877-10-02",13,5,20911,57.2511978097194,"Missionary","HAYDEN",""
"11696",75,"1937-01-03","Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385","1877-10-02",14,6,21642,59.2525667351129,"Missionary","HAYDEN",""
"11697",76,"1939-01-03","Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385","1877-10-02",15,7,22372,61.2511978097194,"Missionary","HAYDEN",""
"11698",77,"1941-01-03","Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385","1877-10-02",16,8,23103,63.2525667351129,"Missionary","HAYDEN",""
"11699",78,"1943-01-03","Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385","1877-10-02",17,9,23833,65.2511978097194,"Missionary","HAYDEN",""
"11700",79,"1945-01-03","Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385","1877-10-02",18,10,24564,67.2525667351129,"Missionary","HAYDEN",""
"11701",80,"1947-01-03","Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385","1877-10-02",19,11,25294,69.2511978097194,"Missionary","HAYDEN",""
"11702",81,"1949-01-03","Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385","1877-10-02",20,12,26025,71.2525667351129,"Missionary","HAYDEN",""
"11703",82,"1951-01-03","Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385","1877-10-02",21,13,26755,73.2511978097194,"Missionary","HAYDEN",""
"11704",83,"1953-01-03","Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385","1877-10-02",22,14,27486,75.2525667351129,"Missionary","HAYDEN",""
"11705",84,"1955-01-03","Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385","1877-10-02",23,15,28216,77.2511978097194,"Missionary","HAYDEN",""
"11706",85,"1957-01-03","Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385","1877-10-02",24,16,28947,79.2525667351129,"Missionary","HAYDEN",""
"11707",86,"1959-01-03","Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385","1877-10-02",25,17,29677,81.2511978097194,"Missionary","HAYDEN",""
"11708",87,"1961-01-03","Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385","1877-10-02",26,18,30408,83.2525667351129,"Missionary","HAYDEN",""
"11709",88,"1963-01-03","Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385","1877-10-02",27,19,31138,85.2511978097194,"Missionary","HAYDEN",""
"11710",89,"1965-01-03","Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385","1877-10-02",28,20,31869,87.2525667351129,"Missionary","HAYDEN",""
"11711",90,"1967-01-03","Senate","AZ",100,"HAYDEN, Carl Trumbull","H000385","1877-10-02",29,21,32599,89.2511978097194,"Missionary","HAYDEN",""
"11766",71,"1929-03-04","Senate","RI",200,"HÉBERT, Felix","H000436","1874-12-11",1,1,19806,54.2258726899384,"Missionary","HÉBERT",""
"11767",72,"1931-03-04","Senate","RI",200,"HÉBERT, Felix","H000436","1874-12-11",2,2,20536,56.2245037645448,"Missionary","HÉBERT",""
"11768",73,"1933-03-04","Senate","RI",200,"HÉBERT, Felix","H000436","1874-12-11",3,3,21267,58.2258726899384,"Missionary","HÉBERT",""
"11796",98,"1983-01-03","Senate","NV",200,"HECHT, Jacob Chic","H000439","1928-11-30",1,1,19757,54.0917180013689,"Silent","HECHT",""
"11797",99,"1985-01-03","Senate","NV",200,"HECHT, Jacob Chic","H000439","1928-11-30",2,2,20488,56.0930869267625,"Silent","HECHT",""
"11798",100,"1987-01-03","Senate","NV",200,"HECHT, Jacob Chic","H000439","1928-11-30",3,3,21218,58.0917180013689,"Silent","HECHT",""
"11827",96,"1979-01-03","Senate","AL",100,"HEFLIN, Howell Thomas","H000445","1921-06-19",1,1,21017,57.5414099931554,"Greatest","HEFLIN",""
"11828",97,"1981-01-03","Senate","AL",100,"HEFLIN, Howell Thomas","H000445","1921-06-19",2,2,21748,59.5427789185489,"Greatest","HEFLIN",""
"11829",98,"1983-01-03","Senate","AL",100,"HEFLIN, Howell Thomas","H000445","1921-06-19",3,3,22478,61.5414099931554,"Greatest","HEFLIN",""
"11830",99,"1985-01-03","Senate","AL",100,"HEFLIN, Howell Thomas","H000445","1921-06-19",4,4,23209,63.5427789185489,"Greatest","HEFLIN",""
"11831",100,"1987-01-03","Senate","AL",100,"HEFLIN, Howell Thomas","H000445","1921-06-19",5,5,23939,65.5414099931554,"Greatest","HEFLIN",""
"11832",101,"1989-01-03","Senate","AL",100,"HEFLIN, Howell Thomas","H000445","1921-06-19",6,6,24670,67.5427789185489,"Greatest","HEFLIN",""
"11833",102,"1991-01-03","Senate","AL",100,"HEFLIN, Howell Thomas","H000445","1921-06-19",7,7,25400,69.5414099931554,"Greatest","HEFLIN",""
"11834",103,"1993-01-03","Senate","AL",100,"HEFLIN, Howell Thomas","H000445","1921-06-19",8,8,26131,71.5427789185489,"Greatest","HEFLIN",""
"11835",104,"1995-01-03","Senate","AL",100,"HEFLIN, Howell Thomas","H000445","1921-06-19",9,9,26861,73.5414099931554,"Greatest","HEFLIN",""
"11837",67,"1921-03-04","Senate","AL",100,"HEFLIN, James Thomas","H000446","1869-04-09",10,1,18956,51.8986995208761,"Missionary","HEFLIN",""
"11838",68,"1923-03-04","Senate","AL",100,"HEFLIN, James Thomas","H000446","1869-04-09",11,2,19686,53.8973305954825,"Missionary","HEFLIN",""
"11839",69,"1925-03-04","Senate","AL",100,"HEFLIN, James Thomas","H000446","1869-04-09",12,3,20417,55.8986995208761,"Missionary","HEFLIN",""
"11840",70,"1927-03-04","Senate","AL",100,"HEFLIN, James Thomas","H000446","1869-04-09",13,4,21147,57.8973305954825,"Missionary","HEFLIN",""
"11841",71,"1929-03-04","Senate","AL",100,"HEFLIN, James Thomas","H000446","1869-04-09",14,5,21878,59.8986995208761,"Missionary","HEFLIN",""
"11867",95,"1977-01-03","Senate","PA",200,"HEINZ, Henry John, III","H000456","1938-10-23",4,1,13952,38.1984941820671,"Silent","HEINZ",""
"11868",96,"1979-01-03","Senate","PA",200,"HEINZ, Henry John, III","H000456","1938-10-23",5,2,14682,40.1971252566735,"Silent","HEINZ",""
"11869",97,"1981-01-03","Senate","PA",200,"HEINZ, Henry John, III","H000456","1938-10-23",6,3,15413,42.1984941820671,"Silent","HEINZ",""
"11870",98,"1983-01-03","Senate","PA",200,"HEINZ, Henry John, III","H000456","1938-10-23",7,4,16143,44.1971252566735,"Silent","HEINZ",""
